Year,Make,Model,Color,Trans,4x4,Top,Odometer,Price
2013,HONDA,CIVIC LX,BROWN,A,4X2,HT,125577,6200.0
2017,HONDA,CIVIC LX,BLUE,A,4X2,HT,51761,9700.0
2012,HONDA,CIVIC SI,ORANGE,6,4X2,SR,109493,7700.0
2013,HONDA,CR-V EX-L,BLACK,A,4X2,SR,95436,11200.0
2014,HONDA,CR-V LX,GRAY,A,4X2,HT,117936,9800.0
2019,HONDA,CR-V LX,BLACK,A,4X2,HT,23025,18905.0
2011,HONDA,CR-V LX,WHITE,A,4X4,HT,64438,10100.0
2017,HONDA,FIT LX,RED,A,4X2,HT,64988,8200.0
2019,HONDA,FIT SPT,ORANGE,A,4X2,HT,18102,13800.0
2011,HONDA,ODYSY EX-L,GRAY,A,4X2,SR,119407,10000.0
2019,HONDA,PILOT TRG 8,BLACK,A,AWD,SR,22703,30500.0
2016,HONDA,PILOT EX,SILVER,A,4X2,HT,93886,16000.0
2016,HONDA,PILOT TRG,GREEN,A,4X2,SR,112897,15500.0
2019,HYUNDAI,ACCEN SE,SILVER,A,4X2,HT,26727,11200.0
2008,HYUNDAI,ELAN GLS,SILVER,A,4X2,HT,111168,2900.0
2013,HYUNDAI,ELAN GLS,SILVER,A,4X2,HT,82175,8800.0
2014,HYUNDAI,ELAN LTD,BLACK,A,4X2,SR,75473,9500.0
2016,HYUNDAI,ELAN SE,WHITE,A,4X2,HT,52554,10100.0
2016,HYUNDAI,ELAN SE,WHITE,A,4X2,HT,73922,9400.0
2017,HYUNDAI,ELAN SE,WHITE,A,4X2,HT,98435,8800.0
2017,HYUNDAI,ELAN SE,SILVER,A,4X2,HT,81268,9500.0
2019,HYUNDAI,ELAN SEL,SILVER,A,4X2,HT,42116,11500.0
2020,HYUNDAI,ELAN SEL,BLACK,A,4X2,HT,19126,13300.0
2020,HYUNDAI,ELAN SEL,WHITE,A,4X2,HT,20475,12800.0
2015,HYUNDAI,GENES 3.8L,BLUE,A,4X2,SR,66070,16100.0
2019,HYUNDAI,KONA SE,GRAY,A,AWD,NO,33314,14600.0
2019,HYUNDAI,SANTA SE,BROWN,A,AWD,HT,32214,17300.0
2013,HYUNDAI,SANTA SPT,BLACK,A,AWD,HT,96147,10500.0
2013,HYUNDAI,SANTA GLS,BLACK,A,4X2,HT,94925,10200.0
2017,HYUNDAI,SANTA SP 2.4,SILVER,A,4X2,HT,61948,13600.0
2015,HYUNDAI,SONAT HY,SILVER,A,4X2,HT,71339,10000.0
2011,HYUNDAI,SONAT GLS,WHITE,A,4X2,SR,149779,800.0
2014,HYUNDAI,SONAT GLS,GRAY,A,4X2,HT,66370,9800.0
2017,HYUNDAI,SONAT 2.4L,GRAY,A,4X2,HT,57022,11500.0
2015,HYUNDAI,SONAT SE,SILVER,A,4X2,HT,86724,9500.0
2016,HYUNDAI,SONAT 2.4 SE,SILVER,A,4X2,HT,62314,11200.0
2015,HYUNDAI,TUCSON GLS,BLACK,A,4X2,HT,82625,7900.0
2017,HYUNDAI,TUCSON SE,WHITE,A,4X2,HT,66511,11500.0
2016,HYUNDAI,VELOS,GRAY,A,4X2,PN,25389,12600.0
2017,INFINITI,QX30 PRM,SILVER,A,AWD,PN,36943,20200.0
2012,INFINITI,QX56 7-PASS,WHITE,O,4X4,SR,103451,19000.0
2015,INFINITI,QX60,GREEN,A,4X2,SR,137928,9500.0
2020,INFINITI,Q50 LUXE,BLACK,A,AWD,SR,5071,30000.0
2014,INFINITI,Q50 PRM,BLACK,A,AWD,SR,47288,15900.0
2016,INFINITI,Q50 HY,WHITE,A,4X2,SR,21565,20400.0
2019,JAGUAR,XE 25T,BLACK,A,AWD,PN,11649,23400.0
2013,JAGUAR,XF,BLACK,A,4X2,SR,57666,10900.0
2014,JEEP,CHEROKEE FWD,WHITE,A,4X2,HT,95865,11900.0
2014,JEEP,CHER LTD,GRAY,A,4X2,SR,72182,11500.0
2014,JEEP,CHER LTTD,GRAY,A,4X2,HT,97443,10800.0
2019,JEEP,CHER LAT +,BLACK,A,4X2,HT,23797,18700.0
2017,JEEP,CHER LTD,BLACK,A,4X2,HT,127232,9200.0
2015,JEEP,CHER LTD,RED,A,4X4,SR,107561,11600.0
2017,JEEP,CHER LTD,GRAY,A,4X4,HT,69613,16000.0
2018,JEEP,COMP LAT,BLACK,A,4X2,PN,22874,17000.0
2018,JEEP,COMP LAT,BLACK,A,4X2,HT,87654,11600.0
2018,JEEP,COMP LAT,WHITE,A,4X2,PN,35831,14900.0
2020,JEEP,COMP LTD,WHITE,A,4X2,HT,34461,18400.0
2020,JEEP,COMP LTD,SILVER,A,4X2,HT,1794,20100.0
2017,JEEP,COMP LTTD,GRAY,A,4X2,HT,27966,16200.0
2017,JEEP,COMP SPT,GRAY,A,4X2,HT,62668,11000.0
2019,JEEP,COMP TRLHWK,BLUE,A,4X4,HT,46212,16500.0
2018,JEEP,G CHER ALT,RED,A,4X2,SR,28924,25000.0
2013,JEEP,G CHER LAR,BLACK,A,4X2,HT,58245,11600.0
2014,JEEP,G CHER LTD,WHITE,A,4X2,HT,130312,9500.0
2017,JEEP,G CHER LTD,WHITE,A,4X2,PN,16270,28100.0
2020,JEEP,G CHER OVL,WHITE,A,4X2,PN,12228,37000.0
2014,JEEP,G CHER SUM,BLACK,A,4X2,SR,101414,13000.0
2015,JEEP,G CHER LAR,GRAY,A,4X4,HT,81403,14000.0
2019,JEEP,G CHER LTD,BROWN,A,4X4,PN,16279,32900.0
2012,JEEP,G CHER LTD,BLACK,A,4X4,MR,127927,10300.0
2015,JEEP,PATR HGH ALT,BLACK,A,4X2,SR,56501,10600.0
2014,JEEP,PATR SPT,SILVER,A,4X2,HT,79596,8700.0
2014,JEEP,PATR SPT,WHITE,A,4X2,HT,86511,8500.0
2015,JEEP,PATR SPT,BLACK,A,4X2,HT,90095,6100.0
2016,JEEP,PATR SPT,BLUE,A,4X2,HT,58743,10500.0
2016,JEEP,PATR SPT,BLACK,A,4X2,HT,93882,9200.0
2016,JEEP,PATR SPT SE,BLACK,A,4X2,HT,53163,11300.0
2014,JEEP,PATR SPT,GRAY,A,4X4,HT,91272,9000.0
2015,JEEP,RENEG LTTD,RED,6,4X2,HT,85376,8500.0
2017,JEEP,RENEG LTTD,BLACK,A,4X2,HT,58185,11500.0
2018,JEEP,RENEG LAT,BLUE,A,4X2,HT,27105,14700.0
2019,JEEP,RENEG LAT,BLACK,A,4X2,HT,8502,17700.0
2018,JEEP,RENEG UPLAND,GRAY,A,4X4,HT,44380,13500.0
2017,JEEP,WRANG SAH,GRAY,A,4X4,CV,45123,30200.0
2008,JEEP,WRANG UN SAH,GREEN,6,4X4,CV,109440,12500.0
2016,KIA,FORTE LX,WHITE,A,4X2,HT,78586,8200.0
2017,KIA,FORTE LX,BLUE,A,4X2,HT,64468,6000.0
2017,KIA,FORTE LX,BROWN,A,4X2,HT,58976,10200.0
2019,KIA,FORTE LXS,BLACK,A,4X2,HT,95904,10100.0
2017,KIA,FORTE S,BLACK,A,4X2,SR,118006,6400.0
2017,KIA,FORTE S,BLUE,A,4X2,HT,42985,11000.0
2013,KIA,FORTE SX,WHITE,A,4X2,SR,61487,8300.0
2017,KIA,NIRO LX HY,WHITE,A,4X2,HT,138238,8200.0
2013,KIA,OPTIM EX,RED,A,4X2,HT,89227,8500.0
2015,KIA,OPTIM EX,WHITE,A,4X2,PN,64090,10600.0
2015,KIA,OPTIM EX,SILVER,A,4X2,HT,63349,11800.0
2015,KIA,OPTIM EX,BLACK,A,4X2,HT,75379,11200.0
2015,KIA,OPTIM EX,GRAY,A,4X2,PN,83531,11200.0
2012,KIA,OPTIM HY,SILVER,O,4X2,HT,90672,7000.0
2016,KIA,OPTIM LX,PURPLE,A,4X2,SR,99200,9500.0
2016,KIA,OPTIM LX,GRAY,A,4X2,HT,36482,11800.0
2016,KIA,OPTIM LX,PURPLE,A,4X2,HT,82597,7900.0
2016,KIA,OPTIM LX,BLACK,A,4X2,HT,68137,11200.0
2018,KIA,OPTIM LX 2.4,BLUE,A,4X2,HT,39742,12000.0
2019,KIA,OPTIM LX,WHITE,A,4X2,HT,46008,12700.0
2019,KIA,OPTIM LX,SILVER,A,4X2,HT,41245,13100.0
2019,KIA,OPTIM LX,SILVER,A,4X2,HT,44271,12900.0
2020,KIA,OPTIM LX,WHITE,A,4X2,NO,22126,14800.0
2020,KIA,OPTIM LX,PURPLE,A,4X2,HT,18343,15200.0
2016,KIA,OPTIM LX,BLACK,A,4X2,HT,58060,7000.0
2019,KIA,OPTIM S,BLACK,A,4X2,SR,56912,13200.0
2019,KIA,RIO S,WHITE,A,4X2,HT,37746,9600.0
2017,KIA,SOREN LX,RED,A,AWD,HT,101494,12800.0
2017,KIA,SOREN LX,BLACK,A,AWD,HT,16808,17000.0
2011,KIA,SOREN EX,SILVER,A,4X2,PN,107311,9100.0
2016,KIA,SOREN LX,BLACK,A,4X2,HT,94693,11500.0
2017,KIA,SOREN SX,WHITE,A,4X2,SR,101138,15300.0
2017,KIA,SOREN LX,BLACK,A,4X2,HT,32860,15700.0
2016,KIA,SOUL +,BLACK,A,4X2,HT,34245,11000.0
2017,KIA,SOUL +,SILVER,A,4X2,HT,36400,9900.0
2018,KIA,SOUL +,GRAY,A,4X2,HT,63047,8400.0
2018,KIA,SOUL +,SILVER,A,4X2,HT,48097,11100.0
2013,KIA,SOUL EXCLAM,WHITE,A,4X2,SR,84801,7900.0
2015,KIA,SOUL,GRAY,A,4X2,HT,73692,8800.0
2016,KIA,SOUL,GREEN,A,4X2,HT,89014,8400.0
2017,KIA,SOUL,GRAY,A,4X2,HT,72130,9600.0
2013,KIA,SPORT LX,BLUE,A,4X2,HT,105636,8000.0
2017,KIA,SPORT LX,GRAY,A,4X2,HT,24820,13400.0
2012,LAND ROVER,RRE DYN PREM,WHITE,A,4X4,PN,51329,18600.0
2016,LANDROVER,RAN HSE,GRAY,A,4X4,PN,45579,34000.0
2016,LEXUS,ES 350,WHITE,A,4X2,SR,34759,20600.0
2010,LEXUS,GS 350,GRAY,A,4X2,SR,164778,3500.0
2018,LEXUS,GS 350 FSPT,BLACK,A,4X2,SR,12284,36800.0
2008,LEXUS,GS 450H HY,BLACK,A,4X2,SR,142501,2500.0
2014,LEXUS,IS 250,WHITE,A,4X2,SR,65355,17500.0
2010,LEXUS,IS 350,SILVER,A,4X2,SR,163169,6600.0
2017,LINCOLN,CONT RES,WHITE,A,AWD,PN,61147,24000.0
2020,LINCOLN,CORSAIR STD,OFFWHITE,A,4X2,HT,2290,31000.0
2015,LINCOLN,MKC,WHITE,A,AWD,HT,59313,14400.0
2017,LINCOLN,MKX RES,OFFWHITE,A,4X2,PN,48571,24400.0
2018,LINCOLN,MKX RES,SILVER,A,4X2,PN,43508,24500.0
2019,MASERATI,GHIB S Q4,BLACK,A,AWD,SR,23386,44000.0
2014,MAZDA,CX-5 TRG,SILVER,A,AWD,SR,89448,9200.0
2018,MAZDA,CX-5 TRG,SILVER,A,4X2,HT,68200,16500.0
2016,MAZDA,CX-9 G TRG,WHITE,A,4X2,SR,40391,20900.0
2014,MERCEDES,CLA250C,SILVER,A,4X2,PN,86337,12700.0
2007,MERCEDES,CLS63 AMG,BLACK,A,4X2,SR,87645,8500.0
2014,MERCEDES,C250W,WHITE,A,4X2,SR,77266,8000.0
2015,MERCEDES,C300W4,SILVER,A,AWD,HT,80886,13075.0
2008,MERCEDES,ML350,BLACK,A,4X4,SR,82766,8000.0
2007,MERCEDES,S550V4,BLACK,A,AWD,SR,121511,7400.0
2016,MERCEDES-B,C300,SILVER,A,4X2,SR,16716,23600.0
2015,MERCEDES-B,C300W4,BLACK,A,AWD,HT,49234,18900.0
2017,MERCEDES-B,E300W,WHITE,A,4X2,PN,41407,26000.0
2016,MERCEDES-B,GLA250W,GRAY,A,4X2,HT,39880,18400.0
2013,MINI,COOPER,WHITE,A,4X2,CV,61761,6600.0
2011,MINI,COOP S,YELLOW,6,4X2,CV,67505,3800.0
2013,MINI,COOP S,WHITE,6,4X2,PN,121855,5100.0
2013,MINI,COUNTRY,COPPER,A,4X2,PN,85908,7700.0
2020,MITSUBISHI,ECLIP LE,WHITE,A,4X2,HT,5,18800.0
2019,MITSUBISHI,ECLIP SE,BLACK,A,4X4,HT,44,18400.0
2019,MITSUBISHI,MIRAGE G4 ES,RED,A,4X2,HT,3630,9500.0
2015,MITSUBISHI,OUTLAND SE,SILVER,A,4X2,HT,98405,3300.0
2019,MITSUBISHI,OUTLAND SE,RED,A,4X2,HT,30716,14000.0
2015,MITSUBISHI,OUTLA SPT ES,RED,A,4X2,HT,73949,9100.0
2019,MITSUBISHI,OUTLA SPT LE,WHITE,A,4X2,HT,49949,11800.0
2020,MITSUBISHI,OUTLA SPT SP,BROWN,A,4X2,HT,18836,15400.0
2015,MITSUBISHI,OUTLA SPT ES,RED,A,4X2,HT,58649,10000.0
2016,MITSUBISHI,OUTLAND ES,WHITE,A,4X4,HT,65159,11300.0
2020,NISSAN,ALT 2.5 S,SILVER,A,4X2,HT,25150,14900.0
2020,NISSAN,ALT 2.5 S,WHITE,A,4X2,HT,7197,15700.0
2020,NISSAN,ALT 2.5 S,SILVER,A,4X2,HT,22925,15900.0
2019,NISSAN,ALT 2.5 SL,BLACK,A,4X2,SR,37907,15900.0
2020,NISSAN,ALT 2.5 SR,BLUE,A,4X2,HT,19550,17900.0
2020,NISSAN,ALTIMA PLAT,GRAY,A,4X2,SR,4327,24100.0
2020,NISSAN,ALTIMA PLAT,RED,A,4X2,SR,12744,22600.0
2020,NISSAN,ALTIMA PLAT,SILVER,A,4X2,SR,6856,23000.0
2020,NISSAN,ALTIMA SR VC,ORANGE,A,4X2,SR,13413,21000.0
2020,NISSAN,ALTIMA SR VC,BLACK,A,4X2,SR,8942,21000.0
2020,NISSAN,ALTIMA SR VC,BLUE,A,4X2,SR,12737,20000.0
2020,NISSAN,ALTIMA 2.5 P,BLACK,A,4X2,SR,3613,23600.0
2020,NISSAN,ALTIMA 2.5 P,BLUE,A,4X2,SR,5189,23800.0
2020,NISSAN,ALTIMA 2.5 P,BLACK,A,AWD,SR,11627,24200.0
2020,NISSAN,ALTIMA 2.5 P,BLACK,A,4X2,SR,10134,23400.0
2020,NISSAN,ALTIMA 2.5 P,WHITE,A,4X2,SR,11182,22800.0
2014,NISSAN,ALT S,BLACK,A,4X2,HT,73600,7500.0
2015,NISSAN,ALT 2.5 S,RED,A,4X2,HT,86538,9500.0
2015,NISSAN,ALT 2.5 S,WHITE,A,4X2,HT,47417,11000.0
2015,NISSAN,ALT 2.5 S,GRAY,A,4X2,HT,86758,9700.0
2017,NISSAN,ALT 2.5 S,SILVER,A,4X2,HT,69898,6300.0
2018,NISSAN,ALT 2.5 S,BLACK,A,4X2,HT,43018,13000.0
2018,NISSAN,ALT 2.5 S,SILVER,A,4X2,HT,70909,11400.0
2017,NISSAN,ALT 2.5 SL,WHITE,A,4X2,SR,92457,7300.0
2018,NISSAN,ALT 2.5 SL,GRAY,A,4X2,HT,63837,11700.0
2016,NISSAN,ALT 2.5 SR,RED,A,4X2,HT,74411,11000.0
2017,NISSAN,ALT 2.5 SR,BLACK,A,4X2,HT,103764,9200.0
2016,NISSAN,ALT 2.5 SV,SILVER,A,4X2,SR,90785,9000.0
2017,NISSAN,ALT 2.5 SV,GRAY,A,4X2,HT,77525,11800.0
2019,NISSAN,ARMAD PLAT,WHITE,A,AWD,SR,15611,34600.0
2020,NISSAN,ARMADA PLATI,GRAY,A,4X2,SR,25821,40400.0
2019,NISSAN,FRONT SV,WHITE,A,4X2,HT,9224,22900.0
2017,NISSAN,FRONT SV,BLACK,A,4X4,HT,14316,22000.0
2016,NISSAN,JUK S,GRAY,A,AWD,HT,43247,11500.0
2012,NISSAN,JUKE SL,GRAY,A,AWD,SR,65446,9700.0
2020,NISSAN,KICKS SR,RED,A,4X2,HT,16677,17400.0
2019,NISSAN,KICKS SV,RED,A,4X2,HT,6871,15700.0
2019,NISSAN,KICKS SV,SILVER,A,4X2,HT,8828,14400.0
2020,NISSAN,KICKS S,SILVER,A,4X2,HT,14714,13900.0
2020,NISSAN,KICKS SV,BLUE,A,4X2,HT,4007,16800.0
2019,NISSAN,MAX PLAT,BLACK,A,4X2,MR,17219,25900.0
2017,NISSAN,MAX S,BLACK,A,4X2,HT,61746,15000.0
2017,NISSAN,MAX S,GRAY,A,4X2,HT,37411,17800.0
2016,NISSAN,MAX PLAT,WHITE,A,4X2,PN,122169,6000.0
2011,NISSAN,MURANO SL,WHITE,A,AWD,PN,101842,9100.0
2012,NISSAN,MURANO SL,BLACK,A,AWD,PN,88429,10000.0
2013,NISSAN,MURANO SV,BLUE,A,AWD,HT,79430,7900.0
2013,NISSAN,MURANO SV,BLACK,A,AWD,HT,44858,10500.0
2014,NISSAN,MURANO SV,WHITE,A,AWD,HT,53119,11500.0
2020,NISSAN,MURANO PLAT,BLUE,A,AWD,SR,11922,28600.0
2020,NISSAN,MURANO PLAT,SILVER,A,AWD,PN,3906,32200.0
2019,NISSAN,MURANO PLATI,BLACK,A,4X2,PN,17254,28200.0
2020,NISSAN,MURANO S FWD,WHITE,A,4X2,HT,2290,23000.0
2020,NISSAN,MURANO SL AW,BLACK,A,AWD,HT,3021,29400.0
2020,NISSAN,PATHF SV,GRAY,A,4X2,HT,5434,23000.0
2015,NISSAN,PATHF S,BLACK,A,4X2,HT,95358,11000.0
2017,NISSAN,PATHF SL,WHITE,A,4X4,MR,32136,21300.0
2019,NISSAN,PATHFINDER P,WHITE,A,4X2,MR,17242,29800.0
2020,NISSAN,PATHFINDER P,SILVER,A,4X4,PN,12376,31800.0
2013,NISSAN,ROGUE S,BLUE,A,AWD,HT,72404,10000.0
2013,NISSAN,ROGUE SL,BLACK,A,AWD,SR,96472,9600.0
2016,NISSAN,ROGUE SL,GRAY,A,AWD,PN,40971,10000.0
2017,NISSAN,ROGUE SV,WHITE,A,AWD,PN,29848,16300.0
2017,NISSAN,ROGUE SV,WHITE,A,AWD,HT,25051,15500.0
2012,NISSAN,ROGUE S,BLACK,A,4X2,HT,102764,6300.0
2012,NISSAN,ROGUE SV,GRAY,A,4X2,HT,119290,4700.0
2012,NISSAN,ROGUE SV,GRAY,A,4X2,SR,77636,9000.0
2014,NISSAN,ROGUE SV,WHITE,A,4X2,HT,83454,4800.0
2016,NISSAN,ROGUE S,WHITE,A,4X2,HT,107710,10200.0
2020,NISSAN,ROGUE S,SILVER,A,4X2,HT,16977,16700.0
2020,NISSAN,ROGUE SL,BLACK,A,4X2,HT,22161,20000.0
2016,NISSAN,ROGUE SV,GREEN,A,4X2,HT,57910,12300.0
2020,NISSAN,ROGUE SV,WHITE,A,4X2,HT,2036,19200.0
2014,NISSAN,ROGUE SEL S,BLUE,A,4X2,HT,91724,6500.0
2020,NISSAN,ROGUE SL FWD,BLACK,A,4X2,PN,10587,20900.0
2020,NISSAN,ROGUE SL FWD,BLUE,A,4X2,PN,9240,22600.0
2017,NISSAN,SENT S,GRAY,A,4X2,HT,28567,9000.0
2018,NISSAN,SENT S,BLACK,A,4X2,HT,66116,10800.0
2018,NISSAN,SENT S,WHITE,A,4X2,HT,54275,10800.0
2019,NISSAN,SENT S,BLACK,A,4X2,HT,38364,10800.0
2019,NISSAN,SENT S,BLACK,A,4X2,HT,19038,12100.0
2019,NISSAN,SENT S,GRAY,A,4X2,HT,2925,8300.0
2019,NISSAN,SENT S,SILVER,A,4X2,HT,29624,11800.0
2019,NISSAN,SENT SR,RED,A,4X2,HT,33064,12000.0
2013,NISSAN,SENT SV,WHITE,A,4X2,HT,74307,4700.0
2014,NISSAN,SENT SV,SILVER,A,4X2,HT,127460,2200.0
2015,NISSAN,SENT SV,GRAY,A,4X2,HT,64927,8100.0
2017,NISSAN,SENT SV,WHITE,A,4X2,HT,111439,4300.0
2019,NISSAN,SENT SV,BLACK,A,4X2,HT,21256,12200.0
2019,NISSAN,SENT SV,SILVER,A,4X2,HT,22494,12700.0
2019,NISSAN,SENT SV,SILVER,A,4X2,HT,38967,11100.0
2019,NISSAN,TITAN XD V8D,WHITE,A,4X4,HT,9051,49000.0
2011,NISSAN,TITAN SV,WHITE,A,4X2,HT,117735,11500.0
2012,NISSAN,VERSA S,GRAY,A,4X2,HT,67067,4500.0
2020,NISSAN,VERSA S,BLACK,5,4X2,HT,25427,9800.0
2019,NISSAN,VERSA S PLUS,BLACK,A,4X2,HT,37013,6000.0
2016,NISSAN,VERSA SV,WHITE,A,4X2,HT,76712,4800.0
2016,NISSAN,VERSA SV,BLACK,A,4X2,HT,80214,4900.0
2017,NISSAN,VERSA SV,BLACK,A,4X2,HT,77735,6200.0
2018,NISSAN,VERSA SV,WHITE,A,4X2,HT,43710,8500.0
2018,NISSAN,VERSA SV,RED,A,4X2,HT,44548,9500.0
2018,NISSAN,VERSA SV,BLUE,A,4X2,HT,38273,9800.0
2019,NISSAN,VERSA SV,RED,A,4X2,HT,32126,10600.0
2014,NISSAN,VERSA SV,GRAY,A,4X2,HT,75634,5000.0
2010,NISSAN,370Z TRG,RED,A,4X2,CV,90011,11200.0
2018,RAM,PROM EX 2500,WHITE,A,4X2,HT,62618,19300.0
2016,RAM,PROM EX 2500,WHITE,A,4X2,HT,68772,21900.0
2014,RAM,1500 LAR,GRAY,A,4X2,HT,39284,27600.0
2017,RAM,1500 EXP,WHITE,A,4X2,HT,48915,23700.0
2016,RAM,1500 TRADE,WHITE,A,4X2,HT,50469,15100.0
2018,RAM,1500 TRADE,BLACK,A,4X2,HT,91801,9700.0
2018,RAM,1500 TRADE,WHITE,A,4X2,HT,30281,17900.0
2016,RAM,1500 SLT,SILVER,A,4X2,HT,62806,18500.0
2018,RAM,1500 LAR,BLACK,A,4X4,SR,31043,35800.0
2020,RAM,2500 LTD,GRAY,A,4X4,NO,12416,54000.0
2020,RAM,2500 P/W,GRAY,A,4X4,HT,15053,49500.0
2020,RAM,2500 P/W,BLACK,A,4X4,HT,12001,50400.0
2020,RAM,2500 P/W,RED,A,4X4,NO,12016,50500.0
2014,RAM,3500 LAR,BLACK,A,4X4,HT,127452,35200.0
2014,SUBARU,FORES I PRM,WHITE,A,AWD,SR,183497,2500.0
2016,SUBARU,FORES I PRM,RED,6,AWD,SR,86648,12000.0
2018,SUBARU,OUTB TRG,GREEN,A,AWD,SR,72343,19200.0
2019,SUBARU,WRX,BLUE,6,AWD,HT,33782,23600.0
2018,TESLA,MODEL 3,BLACK,A,AWD,PN,12550,42800.0
2019,TESLA,MOD 3 LONG R,BLUE,A,AWD,PN,6275,45000.0
2017,TOYOTA,CAMRY LE,RED,A,4X2,HT,57544,11800.0
2013,TOYOTA,CAMRY SE,SILVER,A,4X2,SR,90212,5800.0
2014,TOYOTA,CAMRY SE,GRAY,A,4X2,HT,95469,10100.0
2014,TOYOTA,CAMRY SE,BLACK,A,4X2,HT,42019,11200.0
2015,TOYOTA,CAMRY SE,SILVER,A,4X2,SR,81196,11700.0
2019,TOYOTA,CAMRY SE,SILVER,A,4X2,HT,47178,16900.0
2019,TOYOTA,CAMRY SE,GRAY,A,4X2,HT,28388,17500.0
2019,TOYOTA,CAMRY SE,BLUE,A,4X2,HT,904,16700.0
2019,TOYOTA,CAMRY SE,WHITE,A,4X2,HT,35098,17400.0
2020,TOYOTA,CAMRY SE,GRAY,A,4X2,HT,15635,18800.0
2015,TOYOTA,CAMRY XSE,SILVER,A,4X2,SR,90264,11200.0
2020,TOYOTA,CAMRY XSE,WHITE,A,4X2,PN,12558,26900.0
2014,TOYOTA,COR L,BLACK,A,4X2,HT,117936,5100.0
2019,TOYOTA,COR LE,BLACK,A,4X2,HT,35639,12400.0
2019,TOYOTA,COR LE,GRAY,A,4X2,HT,34453,8400.0
2019,TOYOTA,COR LE,GRAY,A,4X2,HT,37307,12300.0
2020,TOYOTA,COR LE,WHITE,A,4X2,HT,8021,13800.0
2020,TOYOTA,COR LE,RED,A,4X2,HT,43994,12900.0
2020,TOYOTA,COR LE,RED,A,4X2,HT,22914,13400.0
2020,TOYOTA,COR LE,BLACK,A,4X2,HT,32656,13500.0
2017,TOYOTA,COR SE,RED,A,4X2,HT,9623,14900.0
2019,TOYOTA,COR SE,WHITE,A,4X2,HT,33448,13400.0
2020,TOYOTA,GR SUPRA PRM,WHITE,A,4X2,HT,14460,47000.0
2019,TOYOTA,HIGHL LE,WHITE,A,AWD,HT,26467,25200.0
2006,TOYOTA,HIGHL HY,SILVER,A,4X2,HT,197533,2100.0
2015,TOYOTA,HIGHL XLE,GREEN,A,4X2,SR,70264,18800.0
2018,TOYOTA,HIGHL XLE,GRAY,A,4X2,SR,69903,23000.0
2019,TOYOTA,HIGHL XLE,WHITE,A,4X2,SR,8019,33500.0
2010,TOYOTA,HIGHL SE,RED,A,4X4,SR,131892,6400.0
2015,TOYOTA,PRIUS 2 HY,WHITE,A,4X2,HT,172215,3800.0
2013,TOYOTA,PRIUS 3 HY,WHITE,A,4X2,HT,89147,9600.0
2015,TOYOTA,PRIUS C 1 HY,WHITE,A,4X2,HT,78959,7700.0
2019,TOYOTA,RAV4 XLE,SILVER,A,AWD,SR,31579,24000.0
2018,TOYOTA,RAV4 LE,WHITE,A,4X2,HT,36285,17600.0
2018,TOYOTA,RAV4 LE,WHITE,A,4X2,HT,21260,18000.0
2019,TOYOTA,RAV4 LE,SILVER,A,4X2,HT,42574,19000.0
2019,TOYOTA,RAV4 LE,SILVER,A,4X2,HT,37512,18000.0
2017,TOYOTA,RAV4 LTD,BLUE,A,4X2,SR,43764,20300.0
2020,TOYOTA,RAV4 XLE,SILVER,A,4X2,SR,6127,25000.0
2015,TOYOTA,SIEN LTD PRM,BLACK,A,AWD,SR,61170,23000.0
2005,TOYOTA,SIEN CE,BROWN,A,4X2,HT,178901,1500.0
2011,TOYOTA,SIEN LE,WHITE,A,4X2,HT,76618,18800.0
2020,TOYOTA,SIEN LE,SILVER,A,4X2,HT,14653,26200.0
2019,TOYOTA,SIEN XLE,SILVER,A,4X2,SR,17132,27200.0
2016,TOYOTA,TACOM TRD OR,RED,A,4X2,HT,44503,26700.0
2017,TOYOTA,TACOM LTD,TAN,A,4X4,SR,36664,35200.0
2016,TOYOTA,TACOM TRD SP,GRAY,A,4X4,HT,71413,28500.0
2016,TOYOTA,TACOM TRD SP,SILVER,6,4X4,HT,78248,28400.0
2012,TOYOTA,TUNDRA,WHITE,A,4X2,HT,192966,10700.0
2017,TOYOTA,TUNDRA SR5,BLACK,A,4X4,HT,54137,33800.0
2018,TOYOTA,YARIS IA,BLUE,A,4X2,HT,38705,11100.0
2020,TOYOTA,4RUN LTD,WHITE,A,4X4,SR,10070,42200.0
2017,TOYOTA,4RUN LTD,SILVER,A,4X4,NO,74389,29100.0
2016,VOLKSWAGEN,GOLF TSI S,RED,A,4X2,HT,76441,5200.0
2019,VOLKSWAGEN,GOLF S,GRAY,A,4X2,HT,28281,13700.0
2019,VOLKSWAGEN,JETTA SE,BLACK,A,4X2,PN,23696,14400.0
2016,VOLKSWAGEN,JET 1.4T S,BLACK,A,4X2,HT,66056,10000.0
2017,VOLKSWAGEN,JETTA 1.4T S,WHITE,A,4X2,HT,40340,8200.0
2017,VOLKSWAGEN,JETTA 1.4T S,WHITE,A,4X2,HT,31089,11900.0
2017,VOLKSWAGEN,JETTA 1.4T S,GRAY,A,4X2,HT,41235,11600.0
2015,VOLKSWAGEN,JET 1.8T SE,RED,A,4X2,HT,111651,3100.0
2014,VOLKSWAGEN,PASS S,SILVER,A,4X2,HT,86276,8000.0
2013,VOLKSWAGEN,PASS SEL PRM,BLACK,A,4X2,SR,74022,9500.0
2016,VOLKSWAGEN,TIG S,SILVER,A,AWD,HT,90224,9500.0
